,0
0,0.26599597930908203
1,0.10087693482637405
2,0.04916708171367645
3,0.042672306299209595
4,0.05098508298397064
5,0.06427372992038727
6,0.10342688858509064
7,0.13238659501075745
8,0.05597713589668274
9,0.11903342604637146
10,0.14096993207931519
11,0.21515017747879028
12,0.24122114479541779
13,0.1900656819343567
14,0.14633134007453918
15,0.203212708234787
16,0.17539262771606445
17,0.2185414880514145
18,0.15591055154800415
19,0.22450952231884003
20,0.31402164697647095
21,0.256325364112854
22,0.20862096548080444
23,0.14699991047382355
24,0.11179143190383911
25,0.21365775167942047
26,0.13180075585842133
27,0.18349619209766388
28,0.20710505545139313
29,0.13686807453632355
30,0.14908026158809662
31,0.2059832364320755
32,0.24174650013446808
33,0.14140386879444122
34,0.2166564166545868
35,0.10469254851341248
36,0.09685499966144562
37,0.14582663774490356
38,0.13870869576931
39,0.14102904498577118
40,0.08435666561126709
41,0.15117985010147095
42,0.0828678160905838
43,0.08456556499004364
44,0.11905895173549652
45,0.08116884529590607
46,0.05574551224708557
47,0.031046852469444275
48,0.0634370893239975
49,0.05470554530620575
50,0.03880894184112549
51,0.0
52,0.008266881108283997
53,0.0
54,0.0
55,0.0
56,0.010635092854499817
57,3.65525484085083e-05
58,0.04437461495399475
59,0.012823238968849182
60,0.0
61,0.025994285941123962
62,0.017490848898887634
63,0.031422123312950134
64,0.016699329018592834
65,0.03744460642337799
66,0.09159030020236969
67,0.10206753015518188
68,0.043346062302589417
69,0.04588204622268677
70,0.07693363726139069
71,0.03545860946178436
72,0.038805365562438965
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.006655961275100708
80,0.06306177377700806
81,0.08307529985904694
82,0.052684247493743896
83,0.04792633652687073
84,0.06723849475383759
85,0.19011574983596802
86,0.23111669719219208
87,0.22797560691833496
88,0.2560426890850067
89,0.145813450217247
90,0.05238698422908783
91,0.09884567558765411
92,0.13018858432769775
93,0.2279123216867447
94,0.18178199231624603
95,0.15710966289043427
96,0.10747760534286499
97,0.15492932498455048
98,0.24705465137958527
99,0.20046301186084747
100,0.14260654151439667
101,0.18905363976955414
102,0.2333115041255951
103,0.21756507456302643
104,0.1368950754404068
105,0.08901117742061615
106,0.12297014892101288
107,0.0890495628118515
108,0.21650287508964539
109,0.24185486137866974
110,0.21123899519443512
111,0.24860985577106476
112,0.22812692821025848
113,0.2737598419189453
114,0.31699031591415405
115,0.27676814794540405
116,0.21419678628444672
117,0.2079741209745407
118,0.17834678292274475
119,0.2113027274608612
120,0.298514723777771
121,0.24644185602664948
122,0.16521194577217102
123,0.08437441289424896
124,0.044044315814971924
125,0.06654088199138641
126,0.04040317237377167
127,0.08856667578220367
128,0.18419623374938965
129,0.14674200117588043
130,0.05593518912792206
131,0.08009934425354004
132,0.0
133,0.026553913950920105
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.05784834921360016
140,0.027293920516967773
141,0.017840683460235596
142,0.0
143,0.0
144,0.0
145,0.0
146,0.016814395785331726
147,0.018842652440071106
148,0.003278300166130066
149,0.015172228217124939
150,0.014272823929786682
151,0.01604829728603363
152,0.0023408085107803345
153,0.018167778849601746
154,0.033278122544288635
155,0.10068342089653015
156,0.06458806991577148
157,0.12986136972904205
158,0.1963188350200653
159,0.2574673891067505
160,0.36053138971328735
161,0.535783052444458
162,0.5134686827659607
163,0.6630478501319885
164,0.6567306518554688
165,0.67985999584198
166,0.7304086685180664
167,0.6863993406295776
168,0.6596174240112305
169,0.5467101335525513
170,0.6128911972045898
171,0.4711238741874695
172,0.5303102731704712
173,0.5540797114372253
174,0.4338687062263489
175,0.4458981156349182
176,0.4358711242675781
177,0.4623594284057617
178,0.40287867188453674
179,0.47908133268356323
180,0.6143056154251099
181,0.5951420068740845
182,0.7151076793670654
183,0.6569910645484924
184,0.5680253505706787
185,0.6112565994262695
186,0.6197597980499268
187,0.5608167052268982
188,0.42821940779685974
189,0.35943400859832764
190,0.32801830768585205
191,0.43895381689071655
192,0.4079740047454834
193,0.41352906823158264
194,0.5674736499786377
195,0.3059350252151489
196,0.3409191370010376
197,0.4419851303100586
198,0.3173779249191284
199,0.27628767490386963
200,0.14377231895923615
201,0.30886098742485046
202,0.38776326179504395
203,0.1892089545726776
204,0.20127703249454498
205,0.22096875309944153
206,0.16682396829128265
207,0.23085977137088776
208,0.2986488938331604
209,0.24892568588256836
210,0.13919393718242645
211,0.18579043447971344
212,0.15876246988773346
213,0.24220547080039978
214,0.37368014454841614
215,0.4128972291946411
216,0.4260502755641937
217,0.27911168336868286
218,0.19583211839199066
219,0.1933596134185791
220,0.23100288212299347
221,0.14377310872077942
222,0.12544327974319458
223,0.058837056159973145
224,0.0932127833366394
225,0.0858125239610672
226,0.0793837457895279
227,0.024828553199768066
228,0.025831058621406555
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0036603063344955444
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.036603525280952454
242,0.0758177638053894
243,0.050939008593559265
244,0.07941338419914246
245,0.1390254944562912
246,0.09578035771846771
247,0.08867201209068298
248,0.009387359023094177
249,0.0
250,0.0
251,0.0
252,0.01937820017337799
253,0.06678716838359833
254,0.07136297225952148
255,0.12767963111400604
256,0.1991213709115982
257,0.16163049638271332
258,0.1484222710132599
259,0.18895603716373444
260,0.24679212272167206
261,0.25083139538764954
262,0.18307596445083618
263,0.3030349612236023
264,0.17214766144752502
265,0.12763352692127228
266,0.17179463803768158
267,0.0901046097278595
268,0.14084921777248383
269,0.25405991077423096
270,0.31084758043289185
271,0.20535442233085632
272,0.21978293359279633
273,0.36773744225502014
274,0.5803146362304688
275,0.59940505027771
276,0.5237607955932617
277,0.5093581676483154
278,0.5614740252494812
279,0.478315532207489
280,0.5191977620124817
281,0.4270969331264496
282,0.39480483531951904
283,0.4192870259284973
284,0.47619861364364624
285,0.3179225027561188
286,0.38715749979019165
287,0.2850014269351959
288,0.25713175535202026
289,0.2940165102481842
290,0.2824147343635559
291,0.3469102382659912
292,0.46221476793289185
293,0.40739578008651733
294,0.4730135202407837
295,0.5311518311500549
296,0.6396147012710571
297,0.4724099636077881
298,0.543434739112854
299,0.5155614018440247
300,0.5726572275161743
301,0.6293042898178101
302,0.6231123208999634
303,0.7049537301063538
304,0.7206384539604187
305,0.7685614228248596
306,0.644633412361145
307,0.7025848627090454
308,0.6639041304588318
309,0.5513562560081482
310,0.6399245262145996
311,0.7082358002662659
312,0.6279891729354858
313,0.3647131323814392
314,0.4844512939453125
315,0.6198149919509888
316,0.5416918396949768
317,0.3466251492500305
318,0.27272409200668335
319,0.4274497628211975
320,0.32772067189216614
321,0.4111497402191162
322,0.3704180419445038
323,0.42995601892471313
324,0.4285852909088135
325,0.2940199077129364
326,0.17348085343837738
327,0.2050691843032837
328,0.10997498035430908
329,0.04751645028591156
330,0.018142104148864746
331,0.044850632548332214
332,0.05804337561130524
333,0.02914184331893921
334,0.0
335,0.039450809359550476
336,0.02601766586303711
337,0.05275614559650421
338,0.10291729867458344
339,0.15367268025875092
340,0.22379174828529358
341,0.17289872467517853
342,0.1722838133573532
343,0.23574529588222504
344,0.15776997804641724
345,0.2687094211578369
346,0.20321696996688843
347,0.1795634776353836
348,0.3377670645713806
349,0.26289230585098267
350,0.2052707076072693
351,0.2640102207660675
352,0.24565014243125916
353,0.18737071752548218
354,0.20516572892665863
355,0.3482574224472046
356,0.2429541051387787
357,0.33922210335731506
358,0.4385306239128113
359,0.5357378721237183
360,0.6978044509887695
361,0.47143810987472534
362,0.392747700214386
363,0.42062318325042725
364,0.36749714612960815
365,0.4650287628173828
366,0.2868131399154663
367,0.1903958022594452
368,0.2529223561286926
369,0.3960724174976349
370,0.3990270495414734
371,0.4939541220664978
372,0.4850155711174011
373,0.393366277217865
374,0.4886593222618103
375,0.3458403944969177
376,0.5263783931732178
377,0.4608088731765747
378,0.5868561863899231
379,0.6649088263511658
380,0.7890505194664001
381,0.8254680037498474
382,0.7606622576713562
383,0.8378178477287292
384,0.7362696528434753
385,0.6869837641716003
386,0.26583731174468994
387,0.15372143685817719
388,0.2231072187423706
389,0.3438955545425415
390,0.24109713733196259
391,0.5456633567810059
392,0.7172545194625854
393,0.6193133592605591
394,0.4039528965950012
395,0.5800614953041077
396,0.4814385175704956
397,0.49873077869415283
398,0.4431958794593811
399,0.5492414832115173
400,0.4881197214126587
401,0.5543664693832397
402,0.468380331993103
403,0.6139227747917175
404,0.3087731599807739
405,0.2733278274536133
406,0.23029446601867676
407,0.01887248456478119
408,0.03887704014778137
409,0.03263010084629059
410,0.1399441361427307
411,0.1399776190519333
412,0.07359638810157776
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.015101835131645203
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0022751688957214355
426,0.06620737910270691
427,0.07962183654308319
428,0.1049274206161499
429,0.17508777976036072
430,0.10385982692241669
431,0.03480634093284607
432,0.10717180371284485
433,0.1492307335138321
434,0.12066026031970978
435,0.1680285781621933
436,0.26214200258255005
437,0.2362467646598816
438,0.1808655858039856
439,0.2393878847360611
440,0.2933793365955353
441,0.20915429294109344
442,0.0951564759016037
443,0.034372419118881226
444,0.07925157248973846
445,0.17442230880260468
446,0.10888682305812836
447,0.03634478151798248
448,0.0613122433423996
449,0.09855170547962189
450,0.20366959273815155
451,0.2084795981645584
452,0.12396658957004547
453,0.137065127491951
454,0.1389654129743576
455,0.12486331164836884
456,0.05539931356906891
457,0.09597359597682953
458,0.08176551759243011
459,0.053751006722450256
460,0.03211568295955658
461,0.05466921627521515
462,0.01284821331501007
463,0.02766793966293335
464,0.024780526757240295
465,0.02361135184764862
466,0.03256650269031525
467,0.0
468,0.0
469,0.022487595677375793
470,0.07031358778476715
471,0.0811348557472229
472,0.07840810716152191
473,0.11877362430095673
