,0,1
0,-0.22380287945270538,0.8628033399581909
1,-0.006323769688606262,1.0154452323913574
2,-0.05384330451488495,0.9562536478042603
3,0.02145128697156906,0.994717001914978
4,0.020152300596237183,0.9602148532867432
5,0.041829973459243774,0.9634328484535217
6,0.040805667638778687,0.9539874792098999
7,0.09437046200037003,0.9433448910713196
8,0.041430309414863586,0.9307381510734558
9,0.05435226857662201,0.9541983604431152
10,0.04198990762233734,0.9484931230545044
11,0.08646517992019653,0.9446523189544678
12,0.02571125328540802,0.938281238079071
13,0.034922078251838684,0.9656694531440735
14,0.024291858077049255,0.961050271987915
15,0.028257451951503754,0.9663355946540833
16,0.02663177251815796,0.9644365310668945
17,0.026649266481399536,0.9655829668045044
18,0.07023722678422928,0.9552844762802124
19,0.0588090717792511,0.9375109672546387
20,0.05550854653120041,0.9446574449539185
21,0.044187307357788086,0.9474292993545532
22,0.041049182415008545,0.9530423879623413
23,0.03565534949302673,0.9551283717155457
24,0.030979156494140625,0.9581637382507324
25,0.02968650311231613,0.9605859518051147
26,0.024066314101219177,0.962327241897583
27,0.02001345157623291,0.9657409191131592
28,-0.03273874521255493,0.9806640148162842
29,-0.02912481129169464,1.002685785293579
30,-0.036794066429138184,1.0008490085601807
31,-0.01538597047328949,1.0010052919387817
32,0.047874078154563904,0.9776675701141357
33,0.056129343807697296,0.9473738670349121
34,0.07014781981706619,0.9428601264953613
35,0.06631841510534286,0.9362959861755371
36,0.07489974796772003,0.9359182715415955
37,0.2036234736442566,0.9089873433113098
38,0.06348110735416412,0.8678926825523376
39,0.10411402583122253,0.9284850358963013
40,0.07626886665821075,0.9085447788238525
41,0.09187199175357819,0.9217529296875
42,0.09706644713878632,0.9107453227043152
43,0.10459047555923462,0.9070649147033691
44,0.11264939606189728,0.9007216095924377
45,0.11137324571609497,0.8969981074333191
46,0.10998673737049103,0.8980369567871094
47,0.09330833703279495,0.903355598449707
48,0.09348495304584503,0.9114718437194824
49,0.08911028504371643,0.9120099544525146
50,0.08061699569225311,0.9169516563415527
51,0.07491914927959442,0.9226022958755493
52,0.07630148530006409,0.9248709678649902
53,0.07116959989070892,0.9256001710891724
54,0.059084996581077576,0.9314901232719421
55,0.04851233959197998,0.9397155046463013
56,0.036138661205768585,0.9472712278366089
57,0.02379201352596283,0.9556012153625488
58,0.013532273471355438,0.9631285667419434
59,0.006040647625923157,0.9690080881118774
60,0.002125978469848633,0.972965657711029
61,-0.0012098699808120728,0.9752727746963501
62,-0.08170731365680695,0.9886482954025269
63,-0.03565962612628937,1.0186598300933838
64,0.02024971693754196,0.9851312041282654
65,0.0399656742811203,0.9606764316558838
66,0.010442115366458893,0.9623770713806152
67,0.08284270018339157,0.9603661894798279
68,0.07427742332220078,0.9257572293281555
69,0.09120593965053558,0.9289380311965942
70,0.09650005400180817,0.9173665046691895
71,0.10476121306419373,0.9126992225646973
72,0.10543487221002579,0.907914400100708
73,0.10003555566072464,0.9090153574943542
74,0.1069851890206337,0.9092234373092651
75,0.09742651879787445,0.9082257151603699
76,0.10890860110521317,0.9097777009010315
77,0.05517725646495819,0.919472873210907
78,0.11961081624031067,0.9285731911659241
79,0.05746977776288986,0.912116527557373
80,0.13762609660625458,0.9238470196723938
81,0.07106518745422363,0.8994477987289429
82,0.06737597286701202,0.93674635887146
83,0.1114906370639801,0.9231953024864197
84,0.0538044199347496,0.9185303449630737
85,0.1123955100774765,0.9325735569000244
86,0.08012072741985321,0.9094395041465759
87,0.05802856385707855,0.9337669014930725
88,0.04096532613039017,0.9459306001663208
89,0.026740722358226776,0.9565070271492004
90,0.015393964946269989,0.9650138020515442
91,0.009057164192199707,0.9710835218429565
